fy,month,year,source,allocated,designated,lottiemoon,anniearmstrong,other_designated
2012-2013,May,2013,Hawaii Pacific,29407.4,47633.51,2267.55,44340.91,1025.05
2012-2013,May,2013,Illinois,207281.92,305270.29,30186.5,268299.38,6784.41
2012-2013,May,2013,Indiana,113476.31,194376.5,14238.05,178198.41,1940.04
2012-2013,May,2013,Iowa,10129.22,44262.05,2157.61,41227.94,876.5
2012-2013,May,2013,Kansas-Nebraska,53479.9,113950.12,11568.25,101130.03,1251.84
2012-2013,May,2013,Kentucky,855101.78,1306663.27,210547.92,1060671.49,35443.86
2012-2013,May,2013,Louisiana,901895.37,682030.49,63608.33,611324.85,7097.31
2012-2013,May,2013,Maryland-Delaware,173789.56,230911.14,33544.55,185335.93,12030.66
2012-2013,May,2013,Michigan,83443.09,108404.42,0.0,0.0,108404.42
2012-2013,May,2013,Minnesota-Wisconsin,6494.79,30714.8,0.0,30614.8,100.0
2012-2013,May,2013,Mississippi,977403.79,1889423.43,282216.74,1602849.41,4357.28
2012-2013,May,2013,Missouri,496517.25,994970.81,117002.93,870688.91,7278.97
2012-2013,May,2013,Montana,13132.28,35359.92,4935.73,29527.46,896.73
2012-2013,May,2013,Nevada,22395.35,25654.88,3722.36,21287.12,645.4
2012-2013,May,2013,New England,13584.0,38647.39,9429.72,26997.91,2219.76
2012-2013,May,2013,New Mexico,82403.77,230169.04,29354.0,194037.73,6777.31
2012-2013,May,2013,New York,17370.42,32738.62,4058.86,28571.46,108.3
2012-2013,May,2013,North Carolina,1063091.02,3098121.16,395919.19,2687311.42,14890.55
2012-2013,May,2013,Northwest,62831.32,133312.09,14930.29,116657.91,1723.89
2012-2013,May,2013,Ohio,114229.66,118055.48,13638.38,101214.89,3202.21
2012-2013,May,2013,Oklahoma,750314.11,744283.62,122972.8,616447.9,4862.92
2012-2013,May,2013,Pennsylvania-South Jersey,18650.98,66411.26,13534.2,52338.22,538.84
2012-2013,May,2013,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2012-2013,May,2013,South Carolina,1155403.33,1859554.29,288842.27,1534457.28,36254.74
2012-2013,May,2013,Tennessee,1361141.8,2398003.26,518679.76,1786698.81,92624.69
2012-2013,May,2013,Texas - BGCT,842059.39,1863686.85,339185.22,1471488.81,53012.82
2012-2013,May,2013,Texas - SBTC,1391415.29,1322972.07,452194.3,850505.03,20272.74
2012-2013,May,2013,Utah - Idaho,12694.69,7166.18,4524.08,2135.1,507.0
2012-2013,May,2013,Virginia - BGAV,156436.55,683468.81,107123.85,571694.2,4650.76
2012-2013,May,2013,Virginia - SBCV,386685.26,551111.8,59834.17,480920.86,10356.77
2012-2013,May,2013,West Virginia,37010.3,69468.01,7064.43,61013.0,1390.58
2012-2013,May,2013,Wyoming,21866.6,35426.51,4660.14,30092.47,673.9
2012-2013,May,2013,Churches & Individuals,373422.2,208775.03,40825.18,30280.21,137669.64
2012-2013,Jun,2013,Alabama,1510433.63,1998018.37,143580.75,1823842.68,30594.94
2012-2013,Jun,2013,Alaska,18234.94,24129.69,375.3,23754.39,0.0
2012-2013,Jun,2013,Arizona,72387.11,92810.59,15397.41,76450.58,962.6
2012-2013,Jun,2013,Arkansas,688947.68,432759.58,153833.48,260784.87,18141.23
2012-2013,Jun,2013,California,180060.15,170774.45,15918.58,152112.14,2743.73
2012-2013,Jun,2013,Colorado,50993.9,59476.91,6459.0,51983.91,1034.0
2012-2013,Jun,2013,Dakota,3617.12,7899.83,1380.0,6319.83,200.0
2012-2013,Jun,2013,D. C.,2077.38,200.0,0.0,200.0,0.0
2012-2013,Jun,2013,Florida,1063666.67,788908.15,145579.98,612856.12,30472.05
2012-2013,Jun,2013,Georgia,1328177.92,1877130.67,263590.81,1528316.37,85223.49
2012-2013,Jun,2013,Hawaii Pacific,34227.09,29824.85,369.49,29085.36,370.0
2012-2013,Jun,2013,Illinois,186970.8,147594.32,13845.0,128734.68,5014.64
2012-2013,Jun,2013,Indiana,26070.58,24745.68,3696.0,19701.6,1348.08
2012-2013,Jun,2013,Iowa,6595.78,11920.0,989.85,10236.53,693.62
2012-2013,Jun,2013,Kansas-Nebraska,44839.7,35263.49,10570.23,23751.3,941.96
2012-2013,Jun,2013,Kentucky,800328.29,736661.88,93688.79,604849.46,38123.63
2012-2013,Jun,2013,Louisiana,661483.66,401015.84,60766.8,331164.76,9084.28
2012-2013,Jun,2013,Maryland-Delaware,143598.33,121524.5,39595.43,79701.13,2227.94
2012-2013,Jun,2013,Michigan,0.0,0.0,0.0,0.0,0.0
2012-2013,Jun,2013,Minnesota-Wisconsin,5025.05,16508.25,0.0,15881.92,626.33
2012-2013,Jun,2013,Mississippi,976821.79,1040640.28,75768.7,958376.57,6495.01
2012-2013,Jun,2013,Missouri,432316.22,603606.77,73905.84,514960.05,14740.88
2012-2013,Jun,2013,Montana,10465.03,14837.12,552.05,13991.04,294.03
2012-2013,Jun,2013,Nevada,18678.47,19133.89,322.46,16611.43,2200.0
2012-2013,Jun,2013,New England,8820.0,25794.91,3432.74,21964.19,397.98
2012-2013,Jun,2013,New Mexico,80912.35,106677.98,16795.95,82465.48,7416.55
2012-2013,Jun,2013,New York,16226.11,46508.51,2366.37,43958.94,183.2
2012-2013,Jun,2013,North Carolina,892017.0,980131.42,227446.21,740126.37,12558.84
2012-2013,Jun,2013,Northwest,44568.11,35961.48,972.33,33563.03,1426.12
2012-2013,Jun,2013,Ohio,165086.77,69719.04,13251.3,52306.81,4160.93
2012-2013,Jun,2013,Oklahoma,848756.05,239944.85,62002.09,174211.39,3731.37
2012-2013,Jun,2013,Pennsylvania-South Jersey,20298.75,31574.68,4625.82,26241.22,707.64
2012-2013,Jun,2013,Puerto Rico/Virgin Islands,1098.83,7356.16,0.0,7356.16,0.0
2012-2013,Jun,2013,South Carolina,934689.25,1020839.61,185247.42,805308.92,30283.27
2012-2013,Jun,2013,Tennessee,1254054.55,2073951.5,789270.48,1227863.74,56817.28
2012-2013,Jun,2013,Texas - BGCT,855412.34,1569096.0,419170.86,1056012.27,93912.87
2012-2013,Jun,2013,Texas - SBTC,1235191.18,1529656.23,689149.25,644344.05,196162.93
2012-2013,Jun,2013,Utah - Idaho,28233.38,87846.68,20115.51,66607.17,1124.0
2012-2013,Jun,2013,Virginia - BGAV,0.0,0.0,0.0,0.0,0.0
2012-2013,Jun,2013,Virginia - SBCV,265987.47,162728.62,35857.86,119236.29,7634.47
2012-2013,Jun,2013,West Virginia,21247.26,16294.49,463.35,15243.0,588.14
2012-2013,Jun,2013,Wyoming,10555.75,33599.88,9487.09,23798.85,313.94
2012-2013,Jun,2013,Churches & Individuals,323887.8,188036.88,5245.24,16746.24,166045.4
2012-2013,Jul,2013,Alabama,1197245.26,614102.08,76363.34,511168.2,26570.54
2012-2013,Jul,2013,Alaska,11879.49,10163.78,4905.35,5238.43,20.0
2012-2013,Jul,2013,Arizona,41900.14,14688.75,2668.41,11417.34,603.0
2012-2013,Jul,2013,Arkansas,748301.99,199820.76,89764.22,92750.67,17305.87
2012-2013,Jul,2013,California,274279.93,87167.54,8941.3,76612.84,1613.4
2012-2013,Jul,2013,Colorado,49263.32,75989.5,25095.41,50559.09,335.0
2012-2013,Jul,2013,Dakota,2442.06,2510.0,50.0,1475.0,985.0
2012-2013,Jul,2013,D. C.,9492.27,3793.45,1033.0,2432.45,328.0
2012-2013,Jul,2013,Florida,1063666.67,288539.28,78494.24,144246.62,65798.42
2012-2013,Jul,2013,Georgia,1096513.05,637161.87,110278.14,456580.03,70303.7
2012-2013,Jul,2013,Hawaii Pacific,31599.5,10193.34,701.97,8095.37,1396.0
2012-2013,Jul,2013,Illinois,219907.44,65618.33,23144.35,31350.74,11123.24
2012-2013,Jul,2013,Indiana,40000.0,38566.44,7591.55,29101.14,1873.75
2012-2013,Jul,2013,Iowa,5495.77,2415.92,722.1,1218.11,475.71
2012-2013,Jul,2013,Kansas-Nebraska,53140.23,44140.03,26824.82,16099.48,1215.73
2012-2013,Jul,2013,Kentucky,723327.61,242207.44,51590.76,155640.11,34976.57
2012-2013,Jul,2013,Louisiana,460273.02,115421.42,46134.31,62417.29,6869.82
2012-2013,Jul,2013,Maryland-Delaware,136196.31,34121.46,12546.62,15288.71,6286.13
2012-2013,Jul,2013,Michigan,0.0,0.0,0.0,0.0,0.0
2012-2013,Jul,2013,Minnesota-Wisconsin,3975.75,9623.21,0.0,5422.21,4201.0
2012-2013,Jul,2013,Mississippi,976829.38,400610.08,75316.7,319985.25,5308.13
2012-2013,Jul,2013,Missouri,371682.31,184416.64,45444.02,117034.89,21937.73
2012-2013,Jul,2013,Montana,5284.06,8024.56,301.11,537.11,7186.34
2012-2013,Jul,2013,Nevada,21191.49,21520.81,746.8,8392.04,12381.97
2012-2013,Jul,2013,New England,6156.0,7824.54,2021.6,5618.79,184.15
2012-2013,Jul,2013,New Mexico,44076.09,44305.05,14147.93,24475.46,5681.66
2012-2013,Jul,2013,New York,11820.62,27465.85,6292.0,19927.85,1246.0
2012-2013,Jul,2013,North Carolina,673989.92,1464229.29,99994.44,1349034.87,15199.98
2012-2013,Jul,2013,Northwest,62378.15,29329.09,9131.83,13108.2,7089.06
2012-2013,Jul,2013,Ohio,141303.45,31214.23,17152.72,10944.37,3117.14
2012-2013,Jul,2013,Oklahoma,828556.45,155075.92,83790.38,64885.24,6400.3
2012-2013,Jul,2013,Pennsylvania-South Jersey,13666.56,7112.49,1151.0,5769.45,192.04
2012-2013,Jul,2013,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2012-2013,Jul,2013,South Carolina,686599.21,406391.74,101670.94,264599.87,40120.93
2012-2013,Jul,2013,Tennessee,854661.81,478995.67,127942.64,295152.25,55900.78
2012-2013,Jul,2013,Texas - BGCT,988812.35,449016.32,169193.62,220152.57,59670.13
2012-2013,Jul,2013,Texas - SBTC,1297461.14,269114.1,111826.2,141383.71,15904.19
2012-2013,Jul,2013,Utah - Idaho,0.0,0.0,0.0,0.0,0.0
2012-2013,Jul,2013,Virginia - BGAV,171629.13,478850.78,51831.69,418634.47,8384.62
2012-2013,Jul,2013,Virginia - SBCV,336441.97,162965.38,71545.84,76237.09,15182.45
2012-2013,Jul,2013,West Virginia,44988.7,16455.51,774.0,8161.89,7519.62
2012-2013,Jul,2013,Wyoming,7923.01,5268.52,33.95,4591.45,643.12
2012-2013,Jul,2013,Churches & Individuals,475359.38,214441.52,3817.77,50648.7,159975.05
2012-2013,Aug,2013,Alabama,1551893.79,319113.98,89058.89,198491.45,31563.64
2012-2013,Aug,2013,Alaska,19201.38,3154.85,297.0,2837.85,20.0
2012-2013,Aug,2013,Arizona,73421.65,15517.01,7372.52,6668.54,1475.95
2012-2013,Aug,2013,Arkansas,669436.41,95414.99,52554.89,25527.97,17332.13
2012-2013,Aug,2013,California,94848.66,73989.41,22511.54,48018.91,3458.96
2012-2013,Aug,2013,Colorado,68235.41,12350.73,7475.62,3964.87,910.24
2012-2013,Aug,2013,Dakota,6260.34,2065.0,70.0,1995.0,0.0
2012-2013,Aug,2013,D. C.,2625.28,275.0,30.0,245.0,0.0
2012-2013,Aug,2013,Florida,1063666.67,236515.9,110653.1,99855.9,26006.9
2012-2013,Aug,2013,Georgia,1627623.34,449833.15,160101.72,203066.83,86664.6
2012-2013,Aug,2013,Hawaii Pacific,27025.83,3367.16,1210.32,1866.32,290.52
2012-2013,Aug,2013,Illinois,189653.62,16681.64,4866.61,6562.53,5252.5
2012-2013,Aug,2013,Indiana,90362.57,9637.43,4287.83,4760.36,589.24
2012-2013,Aug,2013,Iowa,8238.39,3109.29,1639.45,952.29,517.55
2012-2013,Aug,2013,Kansas-Nebraska,42287.78,30927.85,9010.59,11087.6,10829.66
2012-2013,Aug,2013,Kentucky,842304.71,150813.78,72609.65,50128.61,28075.52
2012-2013,Aug,2013,Louisiana,606271.74,83976.5,23133.07,56024.62,4818.81
2012-2013,Aug,2013,Maryland-Delaware,149094.64,42605.86,17239.31,22065.59,3300.96
2012-2013,Aug,2013,Michigan,80128.8,61911.66,16053.84,42654.16,3203.66
2012-2013,Aug,2013,Minnesota-Wisconsin,5032.2,9648.08,63.71,9174.87,409.5
2012-2013,Aug,2013,Mississippi,976938.13,214166.36,85924.31,120249.31,7992.74
2012-2013,Aug,2013,Missouri,517481.06,195403.71,95381.61,82403.26,17618.84
2012-2013,Aug,2013,Montana,12893.04,5396.99,2728.05,1196.95,1471.99
2012-2013,Aug,2013,Nevada,21903.28,6862.38,3822.58,2020.25,1019.55
2012-2013,Aug,2013,New England,10700.0,11328.41,5932.97,3953.61,1441.83
2012-2013,Aug,2013,New Mexico,79655.03,29715.05,11783.63,10742.77,7188.65
2012-2013,Aug,2013,New York,18301.23,2296.3,915.49,1297.65,83.16
2012-2013,Aug,2013,North Carolina,1087718.77,572545.72,253622.85,292831.36,26091.51
2012-2013,Aug,2013,Northwest,50801.71,13921.53,4683.19,5152.06,4086.28
2012-2013,Aug,2013,Ohio,117861.67,23720.67,12366.15,8159.39,3195.13
2012-2013,Aug,2013,Oklahoma,737996.16,131090.61,92697.77,30792.75,7600.09
2012-2013,Aug,2013,Pennsylvania-South Jersey,22065.57,10222.76,2749.77,6094.27,1378.72
2012-2013,Aug,2013,Puerto Rico/Virgin Islands,707.89,0.0,0.0,0.0,0.0
2012-2013,Aug,2013,South Carolina,1106269.02,400411.27,163284.47,204603.61,32523.19
2012-2013,Aug,2013,Tennessee,1304022.22,365491.05,176507.91,137440.36,51542.78
2012-2013,Aug,2013,Texas - BGCT,898500.88,418404.64,201292.99,146638.52,70473.13
2012-2013,Aug,2013,Texas - SBTC,1353921.83,388098.48,220439.83,147344.12,20314.53
2012-2013,Aug,2013,Utah - Idaho,25649.01,16551.64,5563.37,10324.27,664.0
2012-2013,Aug,2013,Virginia - BGAV,0.0,0.0,0.0,0.0,0.0
2012-2013,Aug,2013,Virginia - SBCV,327423.31,51926.23,18549.96,22674.34,10701.93
2012-2013,Aug,2013,West Virginia,41056.22,4582.56,1142.97,2829.57,610.02
2012-2013,Aug,2013,Wyoming,12489.53,1848.71,74.02,277.84,1496.85
2012-2013,Aug,2013,Churches & Individuals,390220.54,112601.03,2399.38,2292.38,107909.27
2012-2013,Sep,2013,Alabama,1379974.9,304183.64,90040.22,168611.9,45531.52
2012-2013,Sep,2013,Alaska,17855.85,938.37,560.0,358.37,20.0
2012-2013,Sep,2013,Arizona,63036.36,12645.78,8648.31,3111.57,885.9
2012-2013,Sep,2013,Arkansas,763335.4,127294.36,74796.84,30864.5,21633.02
2012-2013,Sep,2013,California,263611.78,39504.27,31571.99,5155.33,2776.95
2012-2013,Sep,2013,Colorado,23674.97,1747.76,713.88,813.88,220.0
2012-2013,Sep,2013,Dakota,2927.96,1276.15,220.0,1056.15,0.0
2012-2013,Sep,2013,D. C.,2013.63,0.0,0.0,0.0,0.0
2012-2013,Sep,2013,Florida,1063666.67,312196.17,75393.43,57776.33,179026.41
2012-2013,Sep,2013,Georgia,1369575.63,335847.7,99971.09,140691.59,95185.02
2012-2013,Sep,2013,Hawaii Pacific,0.0,0.0,0.0,0.0,0.0
2012-2013,Sep,2013,Illinois,182333.54,39380.09,18246.83,12973.25,8160.01
2012-2013,Sep,2013,Indiana,75168.64,24831.36,12979.3,5852.6,5999.46
2012-2013,Sep,2013,Iowa,6817.59,2394.11,855.21,1043.41,495.49
2012-2013,Sep,2013,Kansas-Nebraska,40383.76,20123.37,13042.05,5714.29,1367.03
2012-2013,Sep,2013,Kentucky,870894.39,153698.62,50513.5,63798.9,39386.22
2012-2013,Sep,2013,Louisiana,761087.29,126529.33,56415.08,55676.11,14438.14
2012-2013,Sep,2013,Maryland-Delaware,142901.17,11632.41,4171.21,4120.19,3341.01
2012-2013,Sep,2013,Michigan,26787.71,11721.25,6742.33,4353.56,625.36
2012-2013,Sep,2013,Minnesota-Wisconsin,4911.08,1170.49,475.45,55.0,640.04
2012-2013,Sep,2013,Mississippi,977289.96,255092.6,160972.17,88363.16,5757.27
2012-2013,Sep,2013,Missouri,430029.86,185363.35,103271.15,62650.14,19442.06
2012-2013,Sep,2013,Montana,7503.48,4882.95,526.84,786.84,3569.27
2012-2013,Sep,2013,Nevada,21509.14,17339.08,1486.2,15577.88,275.0
2012-2013,Sep,2013,New England,2533.0,4207.34,3076.51,824.34,306.49
2012-2013,Sep,2013,New Mexico,69037.95,37467.65,19914.33,9688.19,7865.13
2012-2013,Sep,2013,New York,14663.56,2513.55,1578.44,773.16,161.95
2012-2013,Sep,2013,North Carolina,781874.19,272718.65,129394.15,124376.42,18948.08
2012-2013,Sep,2013,Northwest,44975.39,10506.43,5305.27,3693.32,1507.84
2012-2013,Sep,2013,Ohio,159474.81,31796.25,18323.96,8772.99,4699.3
2012-2013,Sep,2013,Oklahoma,872665.07,203691.22,115669.57,83140.48,4881.17
2012-2013,Sep,2013,Pennsylvania-South Jersey,15955.76,5329.06,761.08,4127.79,440.19
2012-2013,Sep,2013,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2012-2013,Sep,2013,South Carolina,883310.67,201575.98,80343.05,85318.36,35914.57
2012-2013,Sep,2013,Tennessee,1138143.61,286162.97,95365.8,131892.16,58905.01
2012-2013,Sep,2013,Texas - BGCT,840507.1,276653.27,124231.09,84504.58,67917.6
2012-2013,Sep,2013,Texas - SBTC,1258792.36,187485.32,112139.08,55719.26,19626.98
2012-2013,Sep,2013,Utah - Idaho,9900.37,1700.42,245.52,822.9,632.0
2012-2013,Sep,2013,Virginia - BGAV,135670.11,92173.07,34093.64,54125.32,3954.11
2012-2013,Sep,2013,Virginia - SBCV,292694.12,51494.35,32489.56,12084.09,6920.7
2012-2013,Sep,2013,West Virginia,28414.71,2789.28,328.66,773.65,1686.97
2012-2013,Sep,2013,Wyoming,8366.6,1649.5,909.82,559.82,179.86
2012-2013,Sep,2013,Churches & Individuals,349952.2,781460.17,44984.14,18477.84,717998.19
2013-2014,Oct,2013,Alabama,1223416.02,365313.42,173247.78,154927.12,37138.52
2013-2014,Oct,2013,Alaska,21764.53,5305.0,984.0,4251.0,70.0
2013-2014,Oct,2013,Arizona,51278.83,1768.75,891.73,0.0,877.02
2013-2014,Oct,2013,Arkansas,672752.74,191000.01,108241.6,53291.08,29467.33
2013-2014,Oct,2013,California,52805.05,18285.78,11990.24,3745.25,2550.29
2013-2014,Oct,2013,Colorado,30587.43,8470.32,4266.76,4133.56,70.0
2013-2014,Oct,2013,Dakota,3799.47,820.0,445.0,175.0,200.0
2013-2014,Oct,2013,D. C.,100.0,150.0,150.0,0.0,0.0
2013-2014,Oct,2013,Florida,981076.88,209976.64,66905.65,41608.17,101462.82
2013-2014,Oct,2013,Georgia,1018200.77,266937.95,114276.35,56753.37,95908.23
2013-2014,Oct,2013,Hawaii Pacific,65737.26,20327.12,3404.32,9114.07,7808.73
2013-2014,Oct,2013,Illinois,235742.99,33624.25,15055.74,9517.65,9050.86
2013-2014,Oct,2013,Indiana,36206.48,13793.52,10065.36,1505.55,2222.61
2013-2014,Oct,2013,Iowa,6031.38,2389.5,1046.87,160.63,1182.0
2013-2014,Oct,2013,Kansas-Nebraska,55398.44,30868.75,21026.71,8750.15,1091.89
2013-2014,Oct,2013,Kentucky,636664.35,88776.54,37582.11,28542.91,22651.52
2013-2014,Oct,2013,Louisiana,504022.64,70470.72,38481.31,22744.69,9244.72
2013-2014,Oct,2013,Maryland-Delaware,142502.34,53515.49,33697.94,16849.47,2968.08
2013-2014,Oct,2013,Michigan,20360.24,6252.04,4603.39,1355.38,293.27
2013-2014,Oct,2013,Minnesota-Wisconsin,7261.87,469.98,230.12,139.86,100.0
2013-2014,Oct,2013,Mississippi,976852.8,114532.51,46232.0,61741.42,6559.09
2013-2014,Oct,2013,Missouri,343175.31,152268.25,95691.07,43301.18,13276.0
2013-2014,Oct,2013,Montana,8335.34,4180.54,2039.17,2048.37,93.0
2013-2014,Oct,2013,Nevada,18343.83,992.19,318.05,555.38,118.76
2013-2014,Oct,2013,New England,9432.0,2583.49,1950.11,296.25,337.13
2013-2014,Oct,2013,New Mexico,44587.62,19470.43,8457.25,4462.31,6550.87
2013-2014,Oct,2013,New York,0.0,0.0,0.0,0.0,0.0
2013-2014,Oct,2013,North Carolina,726069.27,214073.29,108633.78,93557.12,11882.39
2013-2014,Oct,2013,Northwest,62366.97,12712.7,6165.3,4647.92,1899.48
2013-2014,Oct,2013,Ohio,155109.29,30123.56,18064.11,7616.59,4442.86
2013-2014,Oct,2013,Oklahoma,832241.67,104705.4,70762.19,28295.95,5647.26
2013-2014,Oct,2013,Pennsylvania-South Jersey,14406.37,2482.56,795.0,1028.95,658.61
2013-2014,Oct,2013,Puerto Rico/Virgin Islands,702.78,0.0,0.0,0.0,0.0
2013-2014,Oct,2013,South Carolina,808647.87,218628.78,108837.82,75984.52,33806.44
2013-2014,Oct,2013,Tennessee,910863.9,159211.99,56694.99,39777.06,62739.94
2013-2014,Oct,2013,Texas - BGCT,998527.82,272349.13,112403.32,97573.5,62372.31
2013-2014,Oct,2013,Texas - SBTC,849513.3,159798.57,100243.47,41128.31,18426.79
2013-2014,Oct,2013,Utah - Idaho,12449.07,9275.11,2942.67,5855.44,477.0
2013-2014,Oct,2013,Virginia - BGAV,135696.58,77460.1,37456.44,34826.66,5177.0
2013-2014,Oct,2013,Virginia - SBCV,341068.14,88965.67,48475.62,30688.73,9801.32
2013-2014,Oct,2013,West Virginia,48772.67,3677.68,745.83,2240.61,691.24
2013-2014,Oct,2013,Wyoming,9980.48,767.28,12.44,351.94,402.9
2013-2014,Oct,2013,Churches & Individuals,538581.35,167458.23,15307.73,5044.0,147106.5
2013-2014,Nov,2013,Alabama,1523493.21,184082.89,70776.89,46820.91,66485.09
2013-2014,Nov,2013,Alaska,21971.99,1545.0,125.0,1400.0,20.0
2013-2014,Nov,2013,Arizona,83434.13,15382.35,9200.92,4511.41,1670.02
2013-2014,Nov,2013,Arkansas,645761.58,132307.32,69010.38,33114.1,30182.84
2013-2014,Nov,2013,California,207246.9,29906.45,21400.73,6056.59,2449.13
2013-2014,Nov,2013,Colorado,38867.49,6643.67,3578.79,2516.38,548.5
2013-2014,Nov,2013,Dakota,6031.71,1645.5,581.53,642.78,421.19
2013-2014,Nov,2013,D. C.,4865.48,250.0,0.0,250.0,0.0
2013-2014,Nov,2013,Florida,1063666.67,133569.93,63943.62,37785.59,31840.72
2013-2014,Nov,2013,Georgia,1498996.58,374891.96,136049.06,75406.12,163436.78
2013-2014,Nov,2013,Hawaii Pacific,39542.28,10511.0,6642.0,818.0,3051.0
2013-2014,Nov,2013,Illinois,161981.47,25473.06,9961.64,3282.69,12228.73
2013-2014,Nov,2013,Indiana,0.0,0.0,0.0,0.0,0.0
2013-2014,Nov,2013,Iowa,9631.71,4356.21,1382.08,142.26,2831.87
2013-2014,Nov,2013,Kansas-Nebraska,46648.78,20260.33,11559.82,5990.3,2710.21
2013-2014,Nov,2013,Kentucky,875006.4,117880.55,69990.37,13639.92,34250.26
2013-2014,Nov,2013,Louisiana,819682.52,77416.83,24054.42,15909.83,37452.58
2013-2014,Nov,2013,Maryland-Delaware,143604.9,43571.66,16856.81,11044.67,15670.18
2013-2014,Nov,2013,Michigan,33319.83,13498.42,7669.91,3121.64,2706.87
2013-2014,Nov,2013,Minnesota-Wisconsin,4966.79,494.11,286.11,10.0,198.0
2013-2014,Nov,2013,Mississippi,976947.79,140989.96,72235.13,51185.72,17569.11
2013-2014,Nov,2013,Missouri,533510.56,209971.49,119326.1,57144.99,33500.4
2013-2014,Nov,2013,Montana,9916.13,641.44,261.99,214.66,164.79
2013-2014,Nov,2013,Nevada,26645.64,4834.95,880.62,1670.79,2283.54
2013-2014,Nov,2013,New England,11924.0,3769.87,3008.49,367.32,394.06
2013-2014,Nov,2013,New Mexico,79631.92,36901.61,18023.14,11405.41,7473.06
2013-2014,Nov,2013,New York,35306.18,19046.92,6658.59,4868.24,7520.09
2013-2014,Nov,2013,North Carolina,1044299.27,280626.0,152297.89,83231.13,45096.98
2013-2014,Nov,2013,Northwest,52685.61,9190.55,2807.92,2229.86,4152.77
2013-2014,Nov,2013,Ohio,31832.56,2707.05,1173.11,178.37,1355.57
2013-2014,Nov,2013,Oklahoma,910147.55,98157.41,60492.24,15966.39,21698.78
2013-2014,Nov,2013,Pennsylvania-South Jersey,19467.67,5505.57,2556.3,2031.91,917.36
2013-2014,Nov,2013,Puerto Rico/Virgin Islands,1505.43,0.0,0.0,0.0,0.0
2013-2014,Nov,2013,South Carolina,1008642.46,204380.88,96398.2,59532.2,48450.48
2013-2014,Nov,2013,Tennessee,1377606.09,458587.05,237921.32,125310.12,95355.61
2013-2014,Nov,2013,Texas - BGCT,881126.97,324481.08,163159.34,85357.97,75963.77
2013-2014,Nov,2013,Texas - SBTC,1341304.77,341510.71,222346.24,98901.92,20262.55
2013-2014,Nov,2013,Utah - Idaho,12807.72,5231.24,2922.16,1850.05,459.03
2013-2014,Nov,2013,Virginia - BGAV,125079.83,153640.32,39013.87,24386.62,90239.83
2013-2014,Nov,2013,Virginia - SBCV,338731.17,85012.97,32783.41,14621.79,37607.77
2013-2014,Nov,2013,West Virginia,34705.4,3690.18,998.62,221.52,2470.04
2013-2014,Nov,2013,Wyoming,12026.77,1179.67,87.3,87.3,1005.07
2013-2014,Nov,2013,Churches & Individuals,344247.35,119668.54,3736.2,1130.64,114801.7
2013-2014,Dec,2013,Alabama,1201562.36,360479.27,61392.16,72966.54,226120.57
2013-2014,Dec,2013,Alaska,16660.64,1001.36,740.0,5.0,256.36
2013-2014,Dec,2013,Arizona,56674.4,16049.64,6429.18,5407.89,4212.57
2013-2014,Dec,2013,Arkansas,738710.75,274071.69,196127.66,36123.47,41820.56
2013-2014,Dec,2013,California,151134.29,43375.78,21693.36,10634.95,11047.47
2013-2014,Dec,2013,Colorado,45549.47,20802.77,7590.35,11661.32,1551.1
2013-2014,Dec,2013,Dakota,4628.63,292.36,256.18,36.18,0.0
2013-2014,Dec,2013,D. C.,6144.9,3426.9,2713.9,486.0,227.0
2013-2014,Dec,2013,Florida,803080.8,149303.06,96224.76,32207.9,20870.4
2013-2014,Dec,2013,Georgia,1046892.13,347052.68,128482.81,56434.32,162135.55
2013-2014,Dec,2013,Hawaii Pacific,28928.98,17027.58,3798.31,907.31,12321.96
2013-2014,Dec,2013,Illinois,161686.99,44812.84,15241.42,5157.43,24413.99
2013-2014,Dec,2013,Indiana,0.0,21445.05,8422.72,3385.74,9636.59
2013-2014,Dec,2013,Iowa,5491.9,2646.56,1332.03,54.03,1260.5
2013-2014,Dec,2013,Kansas-Nebraska,43411.79,41488.62,30135.44,9629.3,1723.88
2013-2014,Dec,2013,Kentucky,810636.2,162149.16,48534.24,15194.13,98420.79
